Dose rate (kGy/h),Dose (MGy),Irradiation Conditions,Ultim. strength (MPa),Deformation e (%),Modulus (GPa)
0 0.02 0.20 2 220 2 200 200,0 0.25 3 3 8 12 30 100,LEP LEP Co-60 reactor Co-60 reactor reactor,355±28 331±16 115±28 432±21 446±25 426±34 420±25 281±9,1.79±0.05 1.99±0.03 0.54±0.15 2.09±0.05 2.11±0.02 2.18±0.05 2.03±0.04 1.72±0.08,22.6±2.3 22.6±1.1 18.4±1.0 22.9±0.4 23.6±1.4 20.8±2.2 23.3±1.6 18.4±0.7
